custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
4726-RQKGNB-WAK,Zone 2,"50,000-249,999",Female,60,50-64,March,18,College degree,Managerial and Professional,No,13,11 to 15,No,51,7.8,1.209312,0.190051603,2.768688,1.018373562,No,Highly satisfied,Married,13,High school degree,2,2,2,0,0,0,0,0,0,Rent,Multiple-Family,27,More than 25,2,Own,Domestic,25.2,Standard,No,Yes,Car,Single occupancy,26,Yes,No,Yes,Yes,No,No,No,No,No,No,No response,Conservative,Yes,Yes,No,Discover,Gold,Cash back,No,38,More than 15,Visa,Other,Airline miles,Yes,29,More than 15,9,112.47,2,44.52,Yes,Cereal,71,No,36.35,2586.85,Yes,51.25,3624.85,Yes,55.15,4064.25,Yes,28.5,2090,Yes,55.8,3819.5,Yes,Yes,Yes,Other,No,No,Yes,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
6592-QBSENI-6Y4,Zone 1,"> 250,000",,59,50-64,February,8,Did not complete high school,Sales and Office,Yes,4,2 to 5,No,30,2.8,0.26292,-1.335905476,0.57708,-0.549774374,No,Highly satisfied,Married,10,Did not complete high school,4,1,0,1,0,0,0,0,0,,Multiple-Family,6,4 to 7,0,N/A,N/A,-1,N/A,N/A,Yes,Bus,Public transportation,15,No,No,No,Yes,No,No,No,No,No,No,No response,Moderate,Yes,Yes,No,Visa,None,None,Yes,2,2 to 5,American Express,Gold,Cash back,Yes,1,Less than 2,11,342.17,4,101.97,No,Energy bar,3,No,5.5,19.35,Yes,19.75,52.6,No,0,0,Yes,30,45,No,0,0,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,29,Yes,Yes,No,No,No,No,No,No,No,No,No,No
5538-DRGHIE-PF0,Zone 1,"> 250,000",Male,99,,October,11,Did not complete high school,Sales and Office,Yes,1,Less than 2,No,17,8.2,0.150552,-1.89344674,1.243448,0.217888166,Yes,Somewhat dissatisfied,Married,14,High school degree,6,1,1,0,0,0,0,0,0,Rent,Single-family,5,4 to 7,3,Own,Domestic,8.2,Economy,No,No,Car,Single occupancy,23,Yes,No,No,No,No,No,No,No,No,No,No response,Slightly conservative,Yes,No,Yes,Mastercard,None,Cash back,No,7,6 to 10,Other,Other,None,No,6,6 to 10,10,381.14,2,73.22,Yes,Cereal,16,No,7.85,116.3,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,Yes,No,No,Yes,30,Yes,No,No,No,No,No,Yes,No,No,No,No,No
3550-PQUPPM-42T,Zone 3,"10,000-49,999",Male,53,50-64,August,20,Post-undergraduate degree,Sales and Office,No,11,11 to 15,No,141,9.9,9.589833,2.260703475,4.369167,1.474572373,No,Highly satisfied,Married,17,College degree,3,1,0,1,0,0,0,0,0,Own,Single-family,20,16 to 25,0,N/A,N/A,-1,N/A,N/A,No,Telecommute,Telecommute,23,No,Yes,No,No,No,No,No,Yes,No,Yes,No response,Conservative,Yes,Yes,Yes,Discover,Gold,None,No,13,11 to 15,American Express,Other,Airline miles,No,8,6 to 10,11,445.9,3,198.77,No,Cereal,36,Yes,3.4,122,Yes,29,1042.4,Yes,49.25,1693.6,Yes,22.25,790,Yes,61.25,2209.2,Yes,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
9809-NBCXAS-1RB,Zone 4,"< 2,500",Male,36,35-49,August,12,High school degree,Sales and Office,No,5,2 to 5,No,45,8.3,0.88893,-0.117736787,2.84607,1.045939095,Yes,Somewhat satisfied,Unmarried,Not married,Not married,2,3,0,0,3,0,0,0,0,,Multiple-Family,6,4 to 7,3,Own,Domestic,21.2,Standard,Yes,No,Car,Single occupancy,26,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Prices,Liberal,Yes,No,Yes,Discover,None,None,No,13,11 to 15,American Express,None,Cash back,No,11,11 to 15,13,461.15,9,305.7,No,Cereal,38,No,6.75,244.7,No,0,0,Yes,27.4,1123.6,No,0,0,No,0,0,Yes,No,No,Cable modem,No,No,No,No,Yes,Yes,29,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,No
8733-EDAXNE-8DV,Zone 3,"> 250,000",Male,47,35-49,February,20,Post-undergraduate degree,"Precision Production, Craft, Repair",No,17,More than 15,No,137,13.7,3.303344,1.194935289,15.465656,2.738621824,No,Somewhat satisfied,Married,19,College degree,2,2,2,0,0,0,0,0,0,Own,Single-family,20,16 to 25,1,Own,Import,78.1,Luxury,No,No,Walk,Non-motorized,21,No,No,Yes,No,No,No,No,Yes,No,No,Prices,Extremely conservative,No,Yes,Yes,American Express,Other,None,No,29,More than 15,Discover,Gold,Airline miles,No,27,More than 15,8,416.12,8,558.23,No,Cereal,69,No,22.05,1473.3,No,0,0,Yes,44.85,2973,Yes,28.25,1885,Yes,36.45,2475.25,Yes,Yes,Yes,Cable modem,No,Yes,No,No,Yes,Yes,22,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
8170-YHWTSQ-825,Zone 5,"50,000-249,999",Male,99,,April,11,Did not complete high school,Sales and Office,No,2,2 to 5,Yes,10,2.4,0.03888,-3.247275299,0.20112,-1.603853534,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,1,1,0,0,0,0,0,0,Rent,Multiple-Family,35,More than 25,1,Own,Domestic,4.9,Economy,Yes,No,Train/Subway,Public transportation,24,No,No,No,Yes,Yes,Yes,No,No,No,No,No response,Slightly liberal,No,No,No,Discover,Platinum,Other,No,23,More than 15,Visa,Gold,Cash back,No,15,11 to 15,17,197.27,4,65.47,No,Oatmeal,46,No,19.8,884.75,Yes,24.75,1058,No,0,0,Yes,14,640,No,0,0,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,21,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
1144-GVCZDP-8DV,Zone 2,"10,000-49,999",Female,49,35-49,February,22,Post-undergraduate degree,Managerial and Professional,Yes,3,2 to 5,No,73,9.2,1.437224,0.362713475,5.278776,1.663694253,No,Neutral,Married,20,Post-undergraduate degree,5,13,2,0,0,0,0,0,11,Own,Single-family,20,16 to 25,1,Own,Import,33.9,Standard,Yes,No,Train/Subway,Public transportation,19,No,No,No,Yes,Yes,No,No,Yes,No,No,No response,Moderate,No,No,Yes,Discover,Other,Airline miles,Yes,13,11 to 15,Visa,Platinum,Airline miles,No,13,11 to 15,4,78.22,1,21.39,Yes,Energy bar,31,Yes,7,238,Yes,19.5,598.55,Yes,57.25,1740.25,No,0,0,Yes,62.3,1879.25,Yes,Yes,Yes,Other,No,No,No,No,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
8846-JJEGFU-I69,Zone 1,"> 250,000",,59,50-64,May,13,High school degree,Managerial and Professional,No,15,11 to 15,No,63,6,0.59346,-0.521785464,3.18654,1.158935689,No,Neutral,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,25,16 to 25,1,Own,Domestic,36.2,Standard,Yes,No,Car,Single occupancy,16,Yes,No,Yes,No,No,No,No,No,No,No,No response,Moderate,Yes,No,No,Discover,Gold,Airline miles,No,13,11 to 15,Mastercard,Platinum,Other,No,15,11 to 15,9,283.59,3,155.47,No,Energy bar,41,No,13,479,Yes,19.25,775.6,No,0,0,Yes,9,330,Yes,19.35,764.35,No,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
4226-TEHKPJ-GKG,Zone 1,"50,000-249,999",Female,55,50-64,September,12,High school degree,Service,No,10,6 to 10,No,50,5.1,1.0863,0.082777426,1.4637,0.380967477,No,Somewhat dissatisfied,Married,11,Did not complete high school,3,0,0,0,0,0,0,0,0,Own,Single-family,32,More than 25,2,Own,Domestic,31.8,Standard,No,No,Car,Single occupancy,21,Yes,No,No,No,No,No,No,No,No,No,No response,Moderate,Yes,No,No,American Express,None,Airline miles,No,22,More than 15,Mastercard,None,Other,No,15,11 to 15,11,501.11,2,63.31,No,Oatmeal,49,No,9.3,465.5,Yes,53.5,2663.3,No,0,0,Yes,42,2060,No,0,0,No,Yes,No,None,Yes,Yes,Yes,Yes,No,Yes,29,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
9714-LCYJJB-SCS,Zone 5,"50,000-249,999",Male,25,25-34,April,14,High school degree,Managerial and Professional,No,1,Less than 2,No,50,10.5,1.218,0.197210169,4.032,1.394262531,Yes,Somewhat dissatisfied,Unmarried,Not married,Not married,5,1,0,1,0,0,0,0,0,Rent,Multiple-Family,3,4 to 7,0,N/A,N/A,-1,N/A,N/A,Yes,Walk,Non-motorized,15,No,No,No,No,Yes,No,No,Yes,No,No,No response,Slightly conservative,No,No,Yes,Discover,Other,Other,No,7,6 to 10,Visa,None,None,No,7,6 to 10,11,391.97,4,166.43,Yes,Energy bar,46,No,14.45,659.35,No,0,0,Yes,29.75,1319.5,Yes,26.5,1150,No,0,0,Yes,Yes,No,DSL,No,No,No,No,No,Yes,22,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes
2866-TTOTKL-TA7,Zone 5,"2,500-9,999",Male,78,>65,September,11,Did not complete high school,Service,No,30,More than 15,Yes,28,9.8,1.635424,0.491902098,1.108576,0.103076309,No,Highly satisfied,Married,15,Some college,2,9,0,0,0,0,0,0,9,Rent,Condominium/Townhouse,36,More than 25,2,Own,Domestic,15.8,Economy,Yes,No,Bus,Public transportation,34,No,No,Yes,Yes,No,No,No,No,No,Yes,Convenience,Moderate,No,Yes,Yes,Visa,Platinum,Cash back,No,14,11 to 15,Other,None,None,Yes,12,11 to 15,5,163.72,7,227.41,No,Oatmeal,31,No,5,133.35,No,0,0,No,0,0,Yes,10.75,295,No,0,0,No,No,No,None,No,No,No,No,No,Yes,20,Yes,Yes,Yes,,No,No,No,No,Yes,Yes,No,No
7217-UECHSF-PCR,Zone 1,"> 250,000",Female,48,35-49,November,11,Did not complete high school,Sales and Office,No,2,2 to 5,No,23,18.7,2.051577,0.718608766,2.249423,0.810673739,Yes,Somewhat dissatisfied,Unmarried,Not married,Not married,2,9,0,0,0,2,0,0,7,,Condominium/Townhouse,22,16 to 25,2,Own,Domestic,9.3,Economy,No,No,Car,Single occupancy,23,Yes,No,Yes,No,No,No,No,No,No,No,No response,Slightly conservative,No,No,No,Other,Platinum,Cash back,No,11,11 to 15,Mastercard,Gold,None,No,10,6 to 10,11,268.09,5,83.11,Yes,Cereal,23,No,6.5,169.8,Yes,34.75,763.75,No,0,0,Yes,15.75,345,Yes,19.7,387.9,No,No,No,Dial-up,Yes,Yes,Yes,Yes,No,Yes,28,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes
0197-AMEAYR-851,Zone 5,"> 250,000",Male,99,,August,19,College degree,Sales and Office,No,1,Less than 2,No,75,2.2,0.1023,-2.279845606,1.5477,0.436769958,No,Somewhat satisfied,Married,21,Post-undergraduate degree,2,6,0,0,0,0,0,0,6,Rent,Multiple-Family,24,16 to 25,1,Own,Import,46.1,Luxury,Yes,No,Carpool,Multiple occupancy,22,No,No,Yes,No,No,No,No,No,No,No,Prices,Slightly liberal,No,No,Yes,American Express,None,Other,No,15,11 to 15,Discover,Other,Other,No,12,11 to 15,14,333.68,5,136.67,No,Cereal,21,Yes,6.15,141.25,No,0,0,Yes,26.35,516.3,Yes,13.75,290,No,0,0,No,No,No,None,No,No,No,No,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No
1743-WAHPKT-DNW,Zone 5,"> 250,000",Male,75,>65,February,10,Did not complete high school,Sales and Office,No,11,11 to 15,No,28,3.3,0.394548,-0.930014473,0.529452,-0.63591277,No,Somewhat dissatisfied,Married,10,Did not complete high school,2,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,13,8 to 15,1,Own,Domestic,13.8,Economy,No,No,Bus,Public transportation,20,No,No,No,Yes,No,No,No,Yes,No,No,No response,Conservative,Yes,Yes,No,American Express,Gold,Cash back,No,3,2 to 5,Mastercard,Gold,Other,No,6,6 to 10,10,453.52,6,163.55,No,Oatmeal,16,No,4.3,75,Yes,22.5,368.3,No,0,0,No,0,0,No,0,0,No,No,No,None,No,Yes,No,No,No,Yes,12,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No
9840-VEWFQZ-W5V,Zone 3,"> 250,000",Female,43,35-49,August,19,College degree,Sales and Office,No,4,2 to 5,No,33,12.6,2.116422,0.749726927,2.041578,0.713723038,No,Highly dissatisfied,Married,20,Post-undergraduate degree,2,5,0,0,0,0,0,0,5,Own,Condominium/Townhouse,11,8 to 15,1,Own,Import,17.2,Economy,No,No,Car,Single occupancy,22,Yes,No,Yes,No,No,No,No,No,No,No,No response,Moderate,Yes,No,Yes,Discover,None,Airline miles,Yes,9,6 to 10,American Express,Gold,Airline miles,No,3,2 to 5,14,272.44,9,253.58,Yes,Energy bar,27,No,6.65,201.55,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No
6203-JLXPIJ-YQZ,Zone 5,"< 2,500",Male,45,35-49,December,10,Did not complete high school,"Operation, Fabrication, General Labor",No,15,11 to 15,No,44,13.6,0.98736,-0.012720564,4.99664,1.608765687,No,Somewhat dissatisfied,Married,9,Did not complete high school,5,1,1,0,0,0,0,0,0,Own,Single-family,25,16 to 25,1,Own,Import,30.9,Standard,Yes,No,Walk,Non-motorized,39,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No response,Slightly conservative,Yes,No,No,Mastercard,Gold,Cash back,Yes,27,More than 15,Visa,Platinum,Other,Yes,20,More than 15,9,283.72,2,54.74,Yes,Energy bar,62,No,16.15,1016.85,No,0,0,No,0,0,Yes,28.25,1730,No,0,0,Yes,No,No,None,No,No,No,No,No,Yes,13,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
4166-WEDNXN-5RK,Zone 5,"2,500-9,999",Male,21,18-24,December,16,Some college,Service,No,0,Less than 2,No,31,9.2,0.77004,-0.261312817,2.08196,0.733309758,Yes,Highly dissatisfied,Unmarried,Not married,Not married,1,6,1,0,0,2,0,0,3,Rent,Multiple-Family,1,Less than 3,2,Own,Domestic,16,Economy,Yes,No,Train/Subway,Public transportation,25,No,Yes,No,Yes,Yes,No,No,No,No,No,No response,Conservative,No,Yes,Yes,Discover,Platinum,None,No,3,2 to 5,Mastercard,None,None,No,2,2 to 5,9,196.56,3,89.2,Yes,Energy bar,13,No,4.75,47.55,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,Dial-up,No,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No
4643-WSLHBV-DM5,Zone 2,"> 250,000",Male,99,,December,21,Post-undergraduate degree,Service,No,19,More than 15,No,284,9.4,15.456984,2.73806094,11.239016,2.419391296,Yes,Somewhat dissatisfied,Unmarried,Not married,Not married,1,2,0,0,2,0,0,0,0,Own,Single-family,25,16 to 25,2,Own,Domestic,92.4,Luxury,No,No,Car,Single occupancy,29,Yes,No,No,No,No,No,No,No,No,Yes,No response,Conservative,Yes,No,Yes,Discover,None,Airline miles,Yes,30,More than 15,Visa,None,Cash back,No,18,More than 15,12,1010.34,5,285.59,No,Oatmeal,48,No,13.35,661.55,Yes,45,2199.2,No,0,0,Yes,13.75,540,Yes,57.05,2716.6,Yes,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1441-JNZRPW-8KQ,Zone 3,"10,000-49,999",Female,30,25-34,December,13,High school degree,"Operation, Fabrication, General Labor",No,8,6 to 10,No,49,2.1,0.193452,-1.642725859,0.835548,-0.179667482,No,Somewhat satisfied,Unmarried,Not married,Not married,1,2,2,0,0,0,0,0,0,Own,Mobile Home,3,4 to 7,3,Own,Domestic,28.8,Standard,No,No,Bus,Public transportation,34,Yes,No,No,Yes,Yes,No,No,No,No,No,No response,Moderate,No,No,Yes,Visa,Platinum,Other,Yes,2,2 to 5,Mastercard,Gold,Airline miles,Yes,2,2 to 5,12,221.56,6,133.45,No,Energy bar,3,Yes,4.05,11.15,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,Yes,Yes,18,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
5811-BKUTYY-F7I,Zone 2,"> 250,000",Female,58,50-64,May,19,College degree,"Operation, Fabrication, General Labor",No,18,More than 15,Yes,15,7.6,0.08436,-2.472661923,1.05564,0.054147218,No,Highly satisfied,Unmarried,Not married,Not married,1,4,0,0,0,0,0,0,4,Rent,Multiple-Family,11,8 to 15,1,Own,Import,9.2,Economy,No,No,Carpool,Multiple occupancy,20,No,No,Yes,No,No,No,No,Yes,No,Yes,No response,Moderate,No,No,Yes,Mastercard,None,Cash back,No,19,More than 15,Discover,Other,Airline miles,Yes,10,6 to 10,4,65.08,6,57.7,No,Cereal,42,No,16.55,710.95,No,0,0,No,0,0,Yes,30.75,1270,No,0,0,No,No,No,DSL,No,Yes,No,Yes,No,Yes,16,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
0926-OZQUQX-GXA,Zone 2,"50,000-249,999",Male,35,35-49,January,11,Did not complete high school,Managerial and Professional,Yes,5,2 to 5,No,,2.3,0.254932,-1.366758436,0.136068,-1.994600518,Yes,Somewhat dissatisfied,Married,9,Did not complete high school,4,4,0,0,0,0,0,0,4,Own,Single-family,11,8 to 15,1,Own,Import,11.4,Economy,No,No,Walk,Non-motorized,24,No,No,No,No,No,No,No,Yes,No,No,No response,Moderate,No,No,No,Discover,Platinum,Other,Yes,17,More than 15,Mastercard,None,None,No,17,More than 15,12,192.19,8,153.43,Yes,Energy bar,48,No,12.9,555.75,No,0,0,No,0,0,Yes,10,515,No,0,0,Yes,No,No,None,No,No,Yes,No,No,Yes,26,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
5007-HXEVVL-NW5,Zone 3,"50,000-249,999",Female,48,35-49,August,14,High school degree,Managerial and Professional,No,14,11 to 15,No,83,11.3,4.820806,1.572941134,4.558194,1.516926492,No,Neutral,Married,13,High school degree,2,7,0,1,0,0,0,0,6,Own,Condominium/Townhouse,21,16 to 25,1,Own,Import,36,Standard,No,Yes,Carpool,Multiple occupancy,26,Yes,No,Yes,No,No,No,Yes,No,No,No,Service,Moderate,Yes,No,No,Discover,None,Other,No,12,11 to 15,Mastercard,Gold,Other,Yes,9,6 to 10,8,220.46,2,73.36,Yes,Cereal,37,No,5.6,221.2,Yes,24,885.9,Yes,49.85,1886.7,Yes,33,1120,Yes,50,1710.15,Yes,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
8101-YOBRYX-REF,Zone 3,"10,000-49,999",Female,57,50-64,April,15,Some college,Managerial and Professional,No,8,6 to 10,No,82,34.2,1.12176,0.11489888,26.92224,3.292952711,Yes,Highly satisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,23,16 to 25,4,Own,Import,53.2,Luxury,Yes,No,Car,Single occupancy,18,Yes,No,Yes,No,No,No,No,Yes,No,No,Convenience,Slightly conservative,No,No,No,Mastercard,Platinum,None,No,9,6 to 10,Other,Other,Other,No,5,2 to 5,12,371.81,2,100.91,Yes,Oatmeal,18,No,5.75,107.95,No,0,0,No,0,0,No,0,0,Yes,21,351.7,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,12,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
8267-UTARFV-TZK,Zone 4,"> 250,000",Female,61,50-64,April,20,Post-undergraduate degree,Service,No,11,11 to 15,No,62,2.3,0.537602,-0.62063677,0.888398,-0.118335438,No,Somewhat satisfied,Married,18,College degree,4,2,0,2,0,0,0,0,0,Own,Single-family,9,8 to 15,0,N/A,N/A,-1,N/A,N/A,No,Other public transit,Public transportation,23,No,Yes,No,No,No,Yes,No,No,No,No,No response,Slightly conservative,No,No,Yes,American Express,Other,Cash back,Yes,12,11 to 15,Discover,None,Cash back,No,10,6 to 10,10,415.8,9,378.38,Yes,Oatmeal,30,Yes,5.6,174.05,Yes,28.25,793.05,No,0,0,Yes,12.75,330,No,0,0,No,No,No,None,No,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
4432-KMTQXO-788,Zone 5,"2,500-9,999",Female,56,50-64,April,19,College degree,Managerial and Professional,No,6,6 to 10,No,138,7,4.47258,1.497965423,5.18742,1.646236464,No,Somewhat satisfied,Married,15,Some college,2,0,0,0,0,0,0,0,0,,Multiple-Family,23,16 to 25,5,Own,Domestic,67.8,Luxury,Yes,No,Car,Single occupancy,19,Yes,No,No,No,No,No,No,No,No,No,No response,Moderate,No,No,Yes,Discover,Platinum,None,No,35,More than 15,American Express,None,Other,Yes,26,More than 15,10,693.8,7,325.96,Yes,Cereal,66,No,22.05,1442.05,Yes,42.75,2678,Yes,48.05,3054.8,Yes,32.25,2120,Yes,60.5,4054.25,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
9172-WITHKP-BXZ,Zone 2,"> 250,000",,29,25-34,June,17,College degree,Sales and Office,No,1,Less than 2,No,35,5.7,1.079295,0.07630805,0.915705,-0.088061019,No,Somewhat satisfied,Married,16,Some college,2,0,0,0,0,0,0,0,0,Rent,Multiple-Family,5,4 to 7,3,Lease,Import,16.8,Economy,No,Yes,Car,Single occupancy,20,Yes,No,No,No,No,No,No,Yes,No,No,No response,Moderate,No,No,Yes,Mastercard,Gold,Other,No,11,11 to 15,Visa,Other,Airline miles,No,11,11 to 15,15,363,11,344.38,Yes,Cereal,57,No,17.05,934,Yes,30.75,1727.8,No,0,0,Yes,14.75,790,Yes,43.15,2437.2,Yes,Yes,No,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,No,No,No
1114-UELZXT-QT7,Zone 4,"> 250,000",Female,68,>65,August,11,Did not complete high school,Agricultural and Natural Resources,No,36,More than 15,Yes,35,12.2,0.74298,-0.297086153,3.52702,1.260453322,No,Neutral,Married,16,Some college,2,0,0,0,0,0,0,0,0,Rent,Multiple-Family,26,More than 25,2,Own,Domestic,13.9,Economy,No,Yes,Car,Single occupancy,19,Yes,No,Yes,No,No,No,No,Yes,No,No,No response,Conservative,Yes,No,No,American Express,Gold,Other,No,30,More than 15,Visa,None,Airline miles,No,24,More than 15,4,145.59,9,313.28,No,Oatmeal,64,No,17.7,1114,No,0,0,No,0,0,Yes,25.5,1585,No,0,0,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,21,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No
0992-DNDKIT-CUP,Zone 5,"10,000-49,999",Male,22,18-24,June,16,Some college,"Operation, Fabrication, General Labor",No,0,Less than 2,No,20,5.2,0.27976,-1.273823186,0.76024,-0.274121106,Yes,Highly dissatisfied,Married,13,High school degree,4,3,3,0,0,0,0,0,0,Rent,Multiple-Family,2,Less than 3,0,N/A,N/A,-1,N/A,N/A,No,Bus,Public transportation,19,No,No,No,Yes,No,No,No,Yes,No,No,No response,Liberal,Yes,No,Yes,Discover,Platinum,Cash back,No,4,2 to 5,American Express,None,Airline miles,No,4,2 to 5,16,482.3,6,110.53,Yes,Energy bar,29,Yes,7.2,220.9,No,0,0,Yes,21.4,559.85,No,0,0,No,0,0,No,No,No,Other,No,No,No,No,Yes,Yes,18,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2654-JRLXAI-HC7,Zone 2,"> 250,000",Female,46,35-49,March,10,Did not complete high school,Managerial and Professional,No,5,2 to 5,No,25,7.7,0.4774,-0.739400565,1.4476,0.369907013,No,Somewhat satisfied,Unmarried,Not married,Not married,1,6,0,0,0,0,0,0,6,Rent,Multiple-Family,14,8 to 15,2,Own,Domestic,13.4,Economy,No,Yes,Train/Subway,Public transportation,26,No,No,No,No,Yes,No,No,No,No,No,Prices,Liberal,Yes,No,Yes,Visa,Gold,Airline miles,No,16,More than 15,American Express,None,Airline miles,No,9,6 to 10,7,138.95,6,108.01,No,Energy bar,31,No,9.2,322.5,Yes,17.5,552.75,No,0,0,No,0,0,No,0,0,No,No,No,None,Yes,No,Yes,No,No,Yes,20,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
0405-BACHZT-AYK,Zone 4,"> 250,000",Male,24,18-24,October,17,College degree,Managerial and Professional,No,0,Less than 2,No,33,3.9,0.428571,-0.84729886,0.858429,-0.152651304,No,Highly dissatisfied,Married,19,College degree,3,1,1,0,0,0,0,0,0,Own,Condominium/Townhouse,3,4 to 7,2,Own,Import,16.8,Economy,Yes,No,Car,Single occupancy,30,Yes,No,No,No,No,No,No,No,No,Yes,Prices,Moderate,No,No,No,Discover,Other,Other,No,6,6 to 10,Mastercard,Platinum,Cash back,No,2,2 to 5,12,188.52,5,96.12,No,Cereal,5,Yes,5.95,38.25,No,0,0,Yes,41.85,163.4,No,0,0,Yes,25.4,89.6,No,Yes,No,Other,No,No,No,No,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
4939-KCMADL-HLM,Zone 3,"50,000-249,999",Female,78,>65,June,16,Some college,Sales and Office,No,18,More than 15,Yes,32,23.1,3.171168,1.154099974,4.220832,1.440032265,No,Highly satisfied,Married,17,College degree,2,9,0,0,0,0,0,0,9,Rent,Multiple-Family,20,16 to 25,1,Lease,Domestic,14.8,Economy,No,No,Other public transit,Public transportation,22,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No response,Moderate,No,No,No,Visa,Platinum,Other,No,19,More than 15,Mastercard,Platinum,None,No,12,11 to 15,11,176.2,7,120.6,No,Oatmeal,39,No,6.75,234.75,Yes,43.75,1739.95,No,0,0,Yes,16.5,620,Yes,32.2,1224.05,Yes,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,20,Yes,Yes,Yes,,Yes,No,No,Yes,No,No,No,No
